row_number,brand_name,normalized_brand_name,source_file,chunk_id,chunk_index,start_line,end_line,heading,match_type,chunk_text
13,ALVAIZ,ALVAIZ,Copy of 195239-4641478.md,Copy of 195239-4641478::chunk_0027,27,139,141,,nearby_context,<!-- image -->
14,ALYGLO,ALYGLO,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0142,142,2844,2867,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names PA Indication Indicator Off- f- label Uses

IVERMECTIN TAB IVERMECTIN

All FDA - approved Indications, Some Medically-accepted Indications Ascariasis, Cutaneous larva migrans, Mansonelliasis, Scabies, Gnathostomiasis, Pediculosis

Exclusion Criteria Required Medical Information

-

The requested drug is not being prescribed for the prevention or treatment of coronavirus disease 2019 (COVID-19).

Age Restrictions -

Prescriber Restrictions

- -

Coverage Duration

1 month

Other Criteria"
14,ALYGLO,ALYGLO,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0143,143,2868,2893,## Exclusion Criteria Required Medical Information,matched:ALYGLO,"Prior Authorization Group Drug Names

IVIG

ALYGLO, BIVIGAM, FLEBOGAMMA DIF, GAMMAGARD LIQUID, GAMMAGARD S/D IGA LESS TH, GAMMAKED, GAMMAPLEX, GAMUNEX-C, OCTAGAM, PANZYGA, PRIVIGEN

PA Indication Indicator Off- f- label Uses Exclusion Criteria

All Medically-accepted Indications

-

-

Required Medical Information

Age Restrictions Prescriber Restrictions Coverage Duration Other Criteria For B-cell chronic lymphocytic leukemia (CLL): 1) serum IgG less than 500 mg/dL OR 2) a history of recurrent bacterial infections. For bone marrow transplant/hematopoietic stem cell transplant (BMT/HSCT): 1) IVIG is requested within the first 100 days post-transplant OR 2) serum IgG less than 400 mg/dL. For pediatric human immunodeficiency virus (HIV) infection: 1) serum IgG less than 400 mg/dL OR 2) history of recurrent bacterial infections. For dermatomyositis and polymyositis: 1) at least one standard first-line treatment (corticosteroid or immunosuppressant) has been tried but was unsuccessful or not tolerated OR 2) patient is unable to receive standard therapy because of a contraindication or other clinical reason. For pure red cell aplasia (PRCA): PRCA is secondary to parvovirus B19 infection.

-

-

Plan Year

Coverage under Part D will be denied if coverage is available under Part A or Part B as the medication is prescribed and dispensed or administered for the individual."
14,ALYGLO,ALYGLO,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0144,144,2894,2921,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group

IWILFIN

Drug Names

IWILFIN

PA Indication Indicator

All FDA - approved Indications

Off- f- label Uses -

Exclusion Criteria -

Required Medical Information -

Age Restrictions -

Prescriber Restrictions -

Coverage Duration

Plan Year

Other Criteria -"
15,ALYQ,ALYQ,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0262,262,5229,5250,## Exclusion Criteria Required Medical Information,nearby_context,"Prior Authorization Group Drug Names PA Indication Indicator r Off- f- label Uses Exclusion Criteria

TADALAFIL (BPH) TADALAFIL All FDA - approved Indications

-

Erectile Dysfunction.

Required Medical Information

For benign prostatic hyperplasia (BPH): the patient has experienced an inadequate treatment response, intolerance, or has a contraindication to both of the following: 1) alpha blocker, 2) 5-alpha reductase inhibitor (5-ARI).

Age Restrictions Prescriber Restrictions Coverage Duration Other Criteria

-

-

26 weeks

-"
15,ALYQ,ALYQ,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0263,263,5251,5272,## Exclusion Criteria Required Medical Information,matched:ALYQ,"Prior Authorization Group Drug Names PA Indication Indicator r Off- f- label Uses Exclusion Criteria

TADALAFIL (PAH) ALYQ, TADALAFIL All FDA - approved Indications

-

-

Required Medical Information

For pulmonary arterial hypertension (PAH) (World Health Organization [WHO] Group 1): PAH was confirmed by right heart catheterization. For PAH new starts only: 1) Pretreatment mean pulmonary arterial pressure is greater than 20 mmHg, AND 2) Pretreatment pulmonary capillary wedge pressure is less than or equal to 15 mmHg, AND 3) Pretreatment pulmonary vascular resistance is greater than or equal to 3 Wood units.

Age Restrictions Prescriber Restrictions Coverage Duration Other Criteria

-

-

Plan Year

-"
15,ALYQ,ALYQ,Copy of 195158-4643510.md,Copy of 195158-4643510::chunk_0264,264,5273,5283,## Exclusion Criteria Required Medical Information,nearby_context,"| Prior Authorization Group                     | TAFINLAR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
|-----------------------------------------------|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Drug Names                                    | TAFINLAR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| PA Indication Indicator                       | All FDA - approved Indications, Some Medically-accepted Indications                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| Off- f- label Uses                            | Langerhans cell histiocytosis, Erdheim-Chester disease.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Exclusion Criteria                            | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Required Medical Information                  | For melanoma: 1) The tumor is positive for a BRAF V600 activating mutation (e.g.,  V600E or V600K), AND 2) The requested drug will be used as a single agent or in  combination with trametinib, AND 3) The requested drug will be used for either of the  following: a) unresectable, limited resectable, or metastatic disease, b) adjuvant  systemic therapy. For non-small cell lung cancer: 1) The tumor is positive for a BRAF  V600E mutation, AND 2) The requested drug will be used as a single agent or in  combination with trametinib. For papillary, follicular, and oncocytic thyroid carcinoma: 1)  The tumor is BRAF V600E-positive, AND 2) The disease is not amenable to radioactive  iodine (RAI) therapy, AND 3) the requested drug will be used in combination with |
| Age Restrictions                              | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| Prescriber Restrictions                       | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
|                                               | Plan Year                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| Coverage Duration  Other Criteria             | -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0001,1,1,16,## Clinical Policy: Biologic and Non-biologic DMARDs,nearby_context,"## Clinical Policy: Biologic and Non-biologic DMARDs

Reference Number: HIM.PA.SP60

Effective Date: 01.01.20

Last Review Date: 02.25

Line of Business: HIM

<!-- image -->

Coding Implications Revision Log

See Important Reminder at the end of this policy for important regulatory and legal information."
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0002,2,17,20,## Description,matched:Amjevita,"## Description

The following are biologic and non-biologic disease-modifying anti-rheumatic drugs (DMARDs) requiring prior authorization: tocilizumab (Actemra ® ), adalimumab (Humira ® ), adalimumab-afzb (Abrilada ™ ), adalimumab-atto (Amjevita ™ ), adalimumab-adbm (Cyltezo ® ), adalimumab-bwwd (Hadlima ™ ), adalimumab-fkjp (Hulio ® ), adalimumab-adaz (Hyrimoz ® ), adalimumab-aacf (Idacio ® ), adalimumab-ryvk (Simlandi ® ), adalimumab-aaty (Yuflyma ® ), adalimumab-aqvh (Yusimry ™ ), infliximab-axxq (Avsola ™ ), bimekizumab-bkzx (Bimzelx ® ), certolizumab pegol (Cimzia ® ), secukinumab (Cosentyx ® ), etanercept (Enbrel ® ), vedolizumab (Entyvio ® ), tildrakizumab -asmn (Ilumya ™ ), ustekinumab-srlf (Imuldosa ™ ), infliximab-dyyb (Inflectra ® , Zymfentra ® ), sarilumab (Kevzara ® ), anakinra (Kineret ® ), baricitinib (Olumiant ® ), mirikizumabmrkz (Omvoh ™ ), abatacept (Orencia ® ), apremilast (Otezla ® ), ustekinumab-aauz (Otulfi ® ), ustekinumab-ttwe (Pyzchiva ® ), infliximab (Remicade ® ), infliximab-abda (Renflexis ™ ), upadacitinib (Rinvoq ® , Rinvoq LQ ® ), ustekinumab-aekn (Selarsdi ™ ), brodalumab (Siliq ™ ), golimumab (Simponi ® , Simponi Aria ® ), risankizumab-rzaa (Skyrizi ® ), deucravacitinib (Sotyktu ™ ), ustekinumab (Stelara ® ), ustekinumab-stba (Steqeyma ® ), ixekizumab (Taltz ® ), tocilizumab-bavi (Tofidence ™ ), guselkumab (Tremfya ® ), tocilizumab-aazg (Tyenne ® ), natalizumab-sztn (Tyruko ® ), natalizumab (Tysabri ® ), etrasimod (Velsipity ™ ), ustekinumab-auub (Wezlana ™ ), tofacitinib (Xeljanz ® , Xeljanz ® XR), ustekinumab-kfce (Yesintek ™ ), ozanimod (Zeposia ® )."
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0003,3,21,22,## FDA Approved Indication(s),nearby_context,## FDA Approved Indication(s)
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0004,4,23,36,## FDA Approved Indication(s),matched:Amjevita,"|          | AS   | nr - axSpA   | CD   | UC   | P JIA   | S SJIA   |    |    | RA    | Others                                                              |
|          |      |              |      |      |         |  PsO     |    |    |       |                                                                     |
|          |      |              |      |      |         |  PsA     |    |    |       |                                                                     |
|----------|------|--------------|------|------|---------|----------|----|----|-------|---------------------------------------------------------------------|
| Abrilada | x    |              | x    | x    | x       |          | x  | x  | x     | HS, UV                                                              |
| Actemra  |      |              |      | x #  | x #     |          |    |    | CRS * | x #  , GCA # , SSc-ILD ^ ,  COVID - 19 in the hospitalized  setting |
| Amjevita | x    |              | x    | x    | x       |          | x  | x  | x     | HS, UV                                                              |
| Avsola   | x    |              | x    | x    |         |          | x  | x  | x     |                                                                     |
| Bimzelx  | x    | x            |      |      |         |          | x  | x  |       | HS                                                                  |
| Cimzia   | x    | x            | x    |      | x       |          | x  | x  | x     |                                                                     |
| Cyltezo/adalimumab adbm          | x    |              | x    | x    | x       |          | x  | x  | x     | HS, UV                                                              |
| Cosentyx | x    | x            |      |      |         |          | x  | x  |       | ERA, HS                                                             |
| Enbrel   | x    |              |      |      | x       |          | x  | x  | x     |                                                                     |
| Entyvio  |      |              | x #  | x #  |         |          |    |    |       |                                                                     |"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0005,5,37,37,## FDA Approved Indication(s),nearby_context,
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0012,12,143,144,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,## CLINICAL POLICY Y Biologic DMARDs
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0013,13,145,150,## Policy/Criteria,matched:Amjevita,"## Policy/Criteria

Provider must submit documentation (such as office chart notes, lab results or other clinical information) supporting that member has met all approval criteria.

It is the policy of health plans affiliated with Centene Corporation ® that Abrilada, Actemra, adalimumab -aacf, adalimumab -aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Bimzelx, Cimzia, Cosentyx, Cyltezo, Enbrel, Entyvio, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Ilumya, Imuldosa, Inflectra, Kevzara, Kineret, Olumiant, Omvoh, Orencia, Otezla, Otulfi, Pyzchiva, Remicade/unbranded Remicade, Renflexis, Rinvoq, Rinvoq LQ, Selarsdi, Siliq, Simlandi, Simponi, Simponi Aria, Skyrizi, Sotyktu, Stelara, Steqeyma, Taltz, Tofidence, Tremfya, Tyenne, Tyruko, Tysabri, Velsipity, Wezlana, Xeljanz, Xeljanz XR, Yesintek, Yuflyma, Yusimry, Zeposia, and Zymfentra are medically necessary when the following criteria are met:"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0014,14,151,165,## I. Initial Approval Criteria,nearby_context,"## I. Initial Approval Criteria

- A. Atopic Dermatitis (must meet all):
1. Diagnosis of atopic dermatitis affecting one of the following (a or b):
- a. At least 10% of the member's body surface area (BSA);
- b. Hands, feet, face, neck, scalp, genitals/groin, and/or intertriginous areas;
2. Request is for Rinvoq;
3. Prescribed by or in consultation with a dermatologist or allergist;
4. Age ≥ 12 years;
5. Failure of both of the following (a and b), unless contraindicated or clinically significant adverse effects are experienced:
- a. One formulary medium to very high potency topical corticosteroid used for ≥ 2 weeks;
- b. One non-steroidal topical therapy* used for ≥ 4 weeks: topical calcineurin inhibitor (e.g., tacrolimus 0.03% ointment, pimecrolimus 1% cream) or Eucrisa ® ; *These agents may require prior authorization
6. Rinvoq is not prescribed concurrently with another biologic medication (e.g., Adbry ® , Dupixent ® ) or JAK inhibitors (e.g., Olumiant ® , Cibinqo ® , Opzelura ™ ) (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
7. Dose does not exceed maximum dose* indicated in Section V. * Maximum dose escalation allowed per prescriber information with documentation of inadequate response."
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0015,15,166,167,## Approval duration: 6 months,nearby_context,## Approval duration: 6 months
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0016,16,168,175,## B. Axial Spondyloarthritis (must meet all):,matched:Amjevita;nearby_context,"## B. Axial Spondyloarthritis (must meet all):

1. Diagnosis of AS or nr-axSpA;
2. Request is for one of the following: Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab -adaz , adalimumab-adbm, adalimumab -bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Bimzelx, Cimzia, Cosentyx, Cyltezo, Enbrel, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Inflectra, Remicade/unbranded Remicade , Renflexis, Rinvoq, Simlandi, Simponi, Simponi Aria , Taltz, Xeljanz, Xeljanz XR , Yuflyma, or Yusimry;
3. Prescribed by or in consultation with a rheumatologist;

<!-- image -->"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0017,17,176,196,## CLINICAL POLICY Biologic DMARDs,matched:Amjevita;nearby_context,"## CLINICAL POLICY Biologic DMARDs

4. Age ≥ 18 years;
5. Failure of at least TWO non -steroidal anti -inflammatory drugs (NSAIDs) at up to maximally indicated doses, each used for at ≥ 4 weeks unless contraindicated or clinically significant adverse effects are experienced;
6. For nr -axSpA for Bimzelx, Cimzia or Taltz, member meets both of the following (a and b):
- a. Failure of Cosentyx used for ≥ 3 consecutive months, unless contraindicated or clinically significant adverse effects are experienced;
- b. If member has not responded or is intolerant to one or more TNF blockers, failure of Rinvoq, unless member has cardiovascular risk and benefits do not outweigh the risk of treatment;
7. For AS, one of the following (a, b, c, d, e, or f):
- a. For Bimzelx, Cimzia, Simponi , Simponi Aria, or Taltz: Member meets ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (i, ii, and iii):
- i. One of the following (1 , 2, or 3 , s see Appendix D):
- 1) Failure of both of the following , each used for ≥ 3 consecutive months (a and b):
- a) ONE of the following adalimumab products: Humira , Cyltezo (NDC 0597 -0375 -97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82 , 0597 -0495 -40, 0597-0495-50, 0597-0495-60, 0597 -0485 -20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- b) Enbrel;
- 2) If member has had a history of failure of one TNF blocker, then failure of ONE of the following TNF blockers used for ≥ 3 consecutive months: Enbrel, Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597 -0495 -50, 0597-0495-60, 0597-0485-20), or Yuflyma (NDC 72606030 -09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- 3) History of failure of two TNF blockers and request is not for another TNF blocker;
- ii. Failure of Cosentyx , used for ≥ 3 consecutive months;
- iii. If member has not responded or is intolerant to one or more TNF blockers , Xeljanz ® /Xeljanz XR ® and Rinvoq each used for ≥ 3 consecutive months, unless member has cardiovascular risk and benefits do not outweigh the risk of treatment;
- b. If request is for Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab -adbm, adalimumab -bwwd, adalimumab -fkjp, adalimumab-ryvk, Amjevita, Hadlima, Hulio, Hyrimoz, Idacio, Simlandi, or Yusimry , member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated: Humira , Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82 , 0597 -0495 -40, 0597-0495-50, 0597-0495-60, 0597-0485-20), and Yuflyma

<!-- image -->"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0018,18,197,206,## CLINICAL POLICY Biologic DMARDs,nearby_context,"## CLINICAL POLICY Biologic DMARDs

<!-- image -->

- (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- c. For Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (i, ii, and iii):
- i. Inflectra and Renflexis;
- ii. If member has failed Inflectra and Renflexis, then member must use Avsola;
- iii. If member has failed Inflectra , Renflexis, and Avsola, then member must use"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0023,23,244,255,## CLINICAL POLICY Y Biologic DMARDs,nearby_context,"## CLINICAL POLICY Y Biologic DMARDs

<!-- image -->

6. Member does not have combination use of biological disease-modifying antirheumatic drugs or JAK inhibitors (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
7. Request meets one of the following (a or b):*
- a. Dose does not exceed 8 mg/kg per infusion every 2 weeks;
- b. Dose is supported by practice guidelines or peer-reviewed literature for the relevant offflabel use (prescriber must submit supporting evidence).
5. *Prescribed regimen must be FDA-approved or recommended by NCCN

Approval duration: 6 months"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0024,24,256,268,## E. Crohn's Disease (must meet all):,matched:Amjevita,"## E. Crohn's Disease (must meet all):

1. Diagnosis of CD;
2. Request is for one of the following: Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab -adaz, adalimumab-adbm, adalimumab -bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Cyltezo, Cimzia, Entyvio, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Imuldosa, Inflectra, Otulfi, Pyzchiva, Remicade/unbranded Remicade, Renflexis, Rinvoq, Selarsdi, Simlandi, Skyrizi, Stelara, Steqeyma, Tyruko, Tysabri, Wezlana, Yesintek, Yuflyma, Yusimry, or Zymfentra;
3. Prescribed by or in consultation with a gastroenterologist;
4. Member meets one of the following (a or b):
- a. For Abrilada, adalimumab -aacf, adalimumab -aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Avsola, Cyltezo, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Inflectra,Remicade/unbranded Remicade, Renflexis , Simlandi, Yuflyma, Yusimry: age ≥ 6 years;
- b. For Cimzia, Entyvio, Imuldosa, Otulfi, Pyzchiva, Rinvoq, Selarsdi, Skyrizi, Stelara, Steqeyma, Tyruko, Tysabri, Wezlana, Yesintek, Zymfentra: age ≥ 18 years;
5. If request is for Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab-adbm, adalimumab-bwwd, adalimumab-fkjp, adalimumab-ryvk, Amjevita, Hadlima, Hulio, Hyrimoz, Idacio, Simlandi, or Yusimry, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated: Humira, Cyltezo (NDC 0597-0375-97, 0597-0375-23, 05970375-16, 0597-0400-89, 0597-0405-80, 0597-0370-82, 0597-0495-40, 0597-0495-50, 0597-0495-60, 0597-0485-20), and Yuflyma (NDC 72606-030-09, 72606-030-10, 72606-023-04, 72606-023-07, 72606-024-01, 72606-030-06);
6. Member meets one of the following (a or b):
- a. Failure of a ≥ 3 consecutive month trial of at least ONE immunomodulator (e.g., azathioprine, 6-mercaptopurine [6-MP], methotrexate [MTX]) at up to maximally indicated doses, unless clinically significant adverse effects are experienced or all are contraindicated;
- b. Medical justification supports inability to use immunomodulators (see Appendix E);"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0025,25,269,295,## CLINICAL POLICY Biologic DMARDs,nearby_context,"## CLINICAL POLICY Biologic DMARDs

<!-- image -->

7. For Cimzia, Entyvio , Tyruko, or Tysabri: Failure of ALL of the following, each used for ≥ 3 consecutive months, unless clinically significant adverse effects are experienced or all are contraindicated (a, b, and c, see Appendix D):
- a. ONE of the following adalimumab products , unless the member has had a history of failure of two TNF blockers and request is not for another TNF blocker: Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-0495-50, 05970495 -60, 0597-0485-20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- b. Skyrizi;
- c. Stelara;
8. For Imuldosa, Otulfi, Selarsdi, Steqeyma, Pyzchiva , Wezlana, or Yesintek: Member meets BOTH of the following, used for ≥ 3 consecutive months, unless clinically significant adverse effects are experienced or all are contraindicated (a and b):
- a. Must use Stelara;
- b. Failure of both of the following (i and ii):
- i. ONE of the following adalimumab products, unless the member has had a history of failure of two TNF blockers and request is not for another TNF blocker: Humira, Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-049550, 0597-0495-60, 0597-0485-20), or Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
- ii. Skyrizi;
9. For Skyrizi: Quantity does not exceed one single dose vial or pre-filled cartridge per dose;
10. For Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (a, b, and c):
- a. Inflectra and Renflexis;
- b. If member has failed Inflectra and Renflexis, then member must use Avsola;
- c. If member has failed Inflectra, Renflexis, and Avsola, then member must use unbranded Remicade;
11. For unbranded Remicade, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated (a and b):
- a. Inflectra and Renflexis;
- b. If member has failed Inflectra and Renflexis, then member must use Avsola;
12. For Avsola, member must use BOTH of the following, unless clinically significant adverse effects are experienced or both are contraindicated: Inflectra and Renflexis;
13. For Zymfentra, provider attestation that member meets all of the following (a, b, and c , s see Appendix D):
- a. Has received three IV induction doses of an infliximab product prior to initiation;
- b. Member is responding positively to an IV infliximab product;
- c. Member is unable to receive continued therapy with IV infliximab due to lack of caregiver or support system for assistance with administration and/or inadequate access to healthcare facility or home care interventions and/or lack of transportation to healthcare facility;"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0033,33,382,383,## CLINICAL POLICY Biologic DMARDs,nearby_context,## CLINICAL POLICY Biologic DMARDs
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0034,34,384,396,## K. Hidradenitis Suppurativa (must meet all):,matched:Amjevita,"## K. Hidradenitis Suppurativa (must meet all):

1. Diagnosis of HS;
2. Request is for Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab -adbm, adalimumab -bwwd, adalimumab -fkjp, adalimumab-ryvk, Amjevita , Bimzelx, Cosentyx, Cyltezo, Hadlima, Hulio, Humira, Hyrimoz, Idacio, Simlandi, Yuflyma, or Yusimry;
3. Prescribed by or in consultation with a dermatologist, rheumatologist, or gastroenterologist;
4. Member meets one of the following (a or b):
- a. Humira: Age ≥ 12 years;
- b. Abrilada, adalimumab -aacf, adalimumab -aaty, adalimumab-adaz, adalimumabadbm, adalimumab -bwwd, adalimumab -fkjp, adalimumab-ryvk, Amjevita , Bimzelx, Cosentyx, Cyltezo, Hadlima, Hulio, Hyrimoz, Idacio, Simlandi, Yuflyma, Yusimry: Age ≥ 18 years;
5. Documentation of Hurley stage II or stage III (see Appendix D);
6. If request is for Abrilada, adalimumab-aacf, adalimumab-aaty, adalimumab-adaz, adalimumab -adbm, adalimumab -bwwd, adalimumab -fkjp, adalimumab-ryvk, Amjevita, Hadlima, Hulio, Hyrimoz, Idacio, Simlandi, or Yusimry, member must use ALL of the following, unless clinically significant adverse effects are experienced or all are contraindicated: Humira , Cyltezo (NDC 0597-0375-97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-0495-50, 0597 -0495 -60, 0597-0485-20), and Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);
7. For Bimzelx: Failure of both of the following, each used for ≥ 3 consecutive months, unless clinically significant adverse effects are experienced or all are contraindicated (a and b):
- a. One of the following , unless the member has had a history of failure of two TNF blockers and request is not for another TNF blocker: Humira, Cyltezo (NDC 0597 -0375 -97 , 0597 -0375 -23 , 0597 -0375 -16 , 0597 -0400 -89 , 0597 -0405 -80 , 0597 -0370 -82, 0597-0495-40, 0597-0495-50, 0597-0495-60, 0597-0485-20), Yuflyma (NDC 72606-030-09 , 72606 -030 -10 , 72606 -023 -04 , 72606 -023 -07 , 72606 -024 -01 , 72606 -030 -06);"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0035,35,397,409,## b. Cosentyx;,nearby_context,"## b. Cosentyx;

8. Failure of at least TWO of the following, each tried for ≥ 3 consecutive months from different therapeutic classes, at up to maximally indicated doses, unless clinically significant adverse effects are experienced or all are contraindicated:
- a. Systemic antibiotic therapy (e.g., clindamycin, minocycline, doxycycline, rifampin);
- b. Oral retinoids (e.g., acitretin, isotretinoin);
- c. Hormonal treatment (e.g., estrogen-containing combined oral contraceptives, spironolactone);
9. Member does not have combination use of biological disease-modifying antirheumatic drugs or JAK inhibitors (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
10. Dose does not exceed maximum dose* indicated in Section V . *For Cosentyx, maximum dose escalation allowed per prescriber information with documentation of inadequate response.

<!-- image -->

<!-- image -->"
16,Amjevita,Amjevita,Copy of 247339-4770410.md,Copy of 247339-4770410::chunk_0038,38,432,441,## M. Neonatal -Onset Multisystem Inflammatory Disease (must meet all):,nearby_context,"## M. Neonatal -Onset Multisystem Inflammatory Disease (must meet all):

1. Diagnosis of NOMID or chronic infantile neurological, cutaneous, and articular syndrome (CINCA);
2. Request is for Kineret;
3. Prescribed by or in consultation with a rheumatologist;
4. Member does not have combination use of biological disease-modifying antirheumatic drugs or JAK inhibitors (see Section III: Diagnoses/Indications for which coverage is NOT authorized);
5. Dose does not exceed maximum dose indicated in Section V .

Approval duration: 6 months"
